track,artist,release,explicit,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,pitches,Timbre,CS,start,Y
Summer Friends (feat. Jeremih & Francis & The Lights),Chance the Rapper,2016-05-27,1,spotify:track:2fl0B0OaXjWbjHCQFx2O8W,0.68,0.654,0.285,0.425,0.0,0.727,0.099,0.635,1.0,0.296,0.59,0.75,0.473,0.524,0.065,0.922,0.037,1.168
Mixtape (feat. Young Thug & Lil Yachty),Chance the Rapper,2016-05-27,1,spotify:track:0WCbhE2evMrIwRM0DlMy9k,0.05,0.828,0.288,0.429,0.0,0.091,0.081,0.826,1.0,0.274,0.482,0.75,0.105,0.23,0.233,0.889,0.037,1.066
Dangerous Woman,Ariana Grande,2016-05-20,0,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,0.053,0.616,0.225,0.606,0.0,0.364,0.355,0.84,0.0,0.018,0.524,0.5,0.277,0.298,0.037,0.886,0.037,1.009
Beauty and the Beast,Ariana Grande,2017-03-10,0,spotify:track:7wMPhUSe6CZga1vOMpLTJP,0.127,0.408,0.217,0.542,0.0,0.545,0.087,0.792,1.0,0.006,0.204,0.75,0.256,0.405,0.05,0.934,0.038,1.598
Shining (feat. Beyonce & Jay-Z),DJ Khaled,2017-06-22,1,spotify:track:7Fa5UNizycSms5jP3SQD3F,0.053,0.744,0.278,0.817,0.0,0.182,0.204,0.836,0.0,0.088,0.391,0.75,0.575,0.619,0.108,0.89,0.038,1.112
Love Myself,Hailee Steinfeld,2016-02-26,0,spotify:track:36phXHOKx8rO7CMp2vNX4x,0.003,0.562,0.207,0.767,0.0,0.0,0.422,0.799,0.0,0.048,0.458,0.75,0.312,0.628,0.144,0.826,0.038,1.01
Cold,Maroon 5,2018-06-15,1,spotify:track:7gwLQ4tZ5UdZ7qNcDyJ8wr,0.141,0.654,0.224,0.724,0.0,0.818,0.026,0.812,0.0,0.089,0.317,0.75,0.404,0.573,0.025,0.894,0.039,3.341
It Ain't Me (with Selena Gomez),Kygo,2017-02-17,0,spotify:track:12GEpg2XOPyqk03JZEZnJs,0.12,0.589,0.209,0.535,0.0,0.0,0.069,0.805,1.0,0.051,0.317,0.75,0.512,0.399,0.142,0.913,0.04,6.049
Some Way,NAV,2017-02-24,1,spotify:track:7zxRMhXxJMQCeDDg0rKAVo,0.102,0.715,0.164,0.722,0.0,0.0,0.075,0.819,1.0,0.348,0.652,0.75,0.329,0.317,0.338,0.916,0.04,1.527
Rent Money,Future,2017-06-30,1,spotify:track:5W9QCBJ6Em0XWX333YrNhc,0.033,0.655,0.258,0.493,0.0,0.091,0.435,0.747,1.0,0.371,0.723,0.75,0.301,0.288,0.117,0.896,0.041,2.132
Draco,Future,2017-06-30,1,spotify:track:4GkkxswcdEt1tkSyiRzgnC,0.001,0.787,0.213,0.455,0.0,0.727,0.306,0.78,1.0,0.025,0.501,0.75,0.146,0.21,0.138,0.93,0.041,2.022
Mask Off,Future,2017-06-30,1,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.01,0.822,0.191,0.433,0.023,0.182,0.152,0.741,1.0,0.433,0.623,0.75,0.267,0.222,0.272,0.908,0.041,5.94
Good Dope,Future,2017-06-30,1,spotify:track:2YXEUNdnNLtFuf5gi3LnWm,0.089,0.858,0.156,0.406,0.029,0.091,0.358,0.748,0.0,0.316,0.501,0.75,0.182,0.11,0.064,0.821,0.041,1.651
Zoom,Future,2017-06-30,1,spotify:track:2IG6Te7JyvrtqhFeOF7le4,0.015,0.845,0.272,0.437,0.0,0.818,0.257,0.774,1.0,0.427,0.627,0.75,0.63,0.38,0.193,0.946,0.041,1.557
Super Trapper,Future,2017-06-30,1,spotify:track:4XaW4jIud5YxwV4QRJOb40,0.426,0.802,0.219,0.413,0.0,0.091,0.11,0.765,1.0,0.102,0.622,0.75,0.179,0.142,0.165,0.904,0.041,1.671
How Would You Feel (Paean),Ed Sheeran,2017-03-03,0,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,0.427,0.562,0.274,0.438,0.0,0.818,0.112,0.832,1.0,0.004,0.561,0.75,0.226,0.191,0.117,0.936,0.041,2.256
POA,Future,2017-06-30,1,spotify:track:52SuMdAYS2jvKQhODi0ARY,0.0,0.804,0.239,0.753,0.0,1.0,0.164,0.816,0.0,0.163,0.609,0.75,0.611,0.444,0.082,0.876,0.041,1.63
High Demand,Future,2017-06-30,1,spotify:track:4ibj6HRTdzkfvlDgxSXxCp,0.018,0.912,0.199,0.464,0.0,0.455,0.101,0.789,0.0,0.281,0.573,0.75,0.17,0.185,0.343,0.867,0.041,1.656
Outta Time,Future,2017-06-30,1,spotify:track:0AkKwgg6rD4p7EpDlNpSz2,0.006,0.723,0.152,0.548,0.0,0.545,0.378,0.794,0.0,0.383,0.168,0.75,0.432,0.39,0.474,0.871,0.041,1.388
Scrape,Future,2017-06-30,1,spotify:track:0d9CyCAtOL3Txly9Jo02ra,0.134,0.937,0.205,0.496,0.0,0.182,0.223,0.753,1.0,0.139,0.476,0.75,0.055,0.202,0.17,0.905,0.041,1.376
Might as Well,Future,2017-06-30,1,spotify:track:6bB5iGatJHiqnoxMZDsySr,0.12,0.921,0.194,0.547,0.0,0.091,0.397,0.784,1.0,0.462,0.525,0.75,0.813,0.451,0.589,0.91,0.041,1.623
Poppin' Tags,Future,2017-06-30,1,spotify:track:6vbafkvao6NErZDTjh2sYC,0.001,0.851,0.206,0.605,0.0,0.182,0.135,0.826,1.0,0.059,0.605,0.75,0.265,0.209,0.154,0.941,0.041,1.293
Heavy (feat. Kiiara),Linkin Park,2017-05-19,1,spotify:track:104buTcnP2AsxqB7U1FIZ4,0.049,0.529,0.153,0.676,0.0,0.818,0.041,0.819,1.0,0.051,0.622,0.75,0.432,0.443,0.105,0.959,0.041,1.264
Feds Did a Sweep,Future,2017-06-30,1,spotify:track:65FWIwYbpF4cSXLXykHUsV,0.44,0.781,0.263,0.467,0.0,0.909,0.06,0.704,0.0,0.259,0.427,0.75,0.333,0.391,0.247,0.856,0.041,1.217
Massage In My Room,Future,2017-06-30,1,spotify:track:1baPNXuNvp5wRrmYU91OIt,0.031,0.781,0.137,0.425,0.002,0.091,0.377,0.762,1.0,0.053,0.169,0.75,0.152,0.088,0.122,0.866,0.041,1.472
Flip,Future,2017-06-30,1,spotify:track:5C8O7kz7g1wHILy0WwFj7f,0.127,0.729,0.245,0.312,0.0,0.818,0.113,0.675,1.0,0.492,0.598,0.75,0.589,0.347,0.222,0.917,0.041,1.459
Tunnel Vision,Kodak Black,2017-03-31,1,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0.058,0.417,0.261,0.489,0.0,1.0,0.107,0.772,0.0,0.287,0.755,0.75,0.215,0.3,0.078,0.802,0.041,5.429
When I Was Broke,Future,2017-06-30,1,spotify:track:7Co6yOkvI0GvijiYcMuT84,0.362,0.883,0.17,0.586,0.0,0.636,0.136,0.777,0.0,0.224,0.476,0.75,0.531,0.502,0.107,0.915,0.041,1.238
Love Incredible (feat. Camila Cabello),Cashmere Cat,2017-04-28,0,spotify:track:6tLJ4T7PJPekOrQuSWuL0L,0.058,0.259,0.164,0.501,0.0,0.909,0.19,0.74,0.0,0.102,0.725,0.75,0.187,0.514,0.157,0.792,0.041,1.048
In The Arms Of A Stranger - Grey Remix,Mike Posner,2017-02-17,0,spotify:track:48GBbQiTSlXX5i0cn3iIiJ,0.432,0.738,0.2,0.849,0.0,0.0,0.093,0.896,1.0,0.1,0.348,0.75,0.659,0.544,0.124,0.931,0.041,1.019
Something Just Like This,The Chainsmokers,2017-04-07,0,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.05,0.562,0.238,0.639,0.0,1.0,0.151,0.8,0.0,0.009,0.336,0.75,0.44,0.403,0.109,0.853,0.045,5.968
Used to This,Future,2016-11-04,1,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,0.031,0.563,0.165,0.734,0.0,0.273,0.185,0.786,0.0,0.196,0.713,0.75,0.393,0.528,0.177,0.895,0.046,1.377
Shining,DJ Khaled,2017-06-22,1,spotify:track:7Fa5UNizycSms5jP3SQD3F,0.053,0.744,0.278,0.817,0.0,0.182,0.204,0.836,0.0,0.088,0.391,0.75,0.575,0.619,0.108,0.89,0.046,1.071
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-02-24,1,spotify:track:6gpcs5eMhJwax4mIfKDYQk,0.502,0.706,0.22,0.804,0.0,0.091,0.247,0.9,0.0,0.034,0.342,0.75,0.508,0.525,0.027,0.867,0.047,4.787
Stay (with Alessia Cara),Zedd,2018-01-19,0,spotify:track:0vhyWEEpOwmBtYWm0D44oN,0.273,0.649,0.198,0.585,0.0,0.455,0.096,0.828,0.0,0.047,0.331,0.75,0.554,0.526,0.232,0.927,0.047,5.103
My Collection,Future,2017-07-27,1,spotify:track:0526DaOuV7mRlPKxhMSJKw,0.734,0.659,0.247,0.458,0.0,0.727,0.08,0.75,0.0,0.451,0.196,0.75,0.401,0.362,0.189,0.81,0.047,1.623
Lookin Exotic,Future,2017-07-27,1,spotify:track:6Mz7ULRwNSCOdut6M3tNs2,0.06,0.528,0.215,0.634,0.0,0.0,0.086,0.842,1.0,0.08,0.174,0.75,0.023,0.167,0.062,0.845,0.047,1.574
Use Me,Future,2017-07-27,1,spotify:track:6mxz6tKfJw2RvzdowwDELj,0.255,0.509,0.248,0.54,0.0,0.364,0.043,0.837,0.0,0.122,0.635,0.75,0.128,0.46,0.169,0.887,0.047,1.397
Incredible,Future,2017-07-27,1,spotify:track:2qwn6whaZf7gax7SaqUZSC,0.064,0.771,0.239,0.437,0.0,0.091,0.083,0.808,1.0,0.117,0.257,0.75,0.231,0.304,0.176,0.904,0.047,1.485
Helpless,John Mayer,2017-04-14,0,spotify:track:701DK0It9f7iurRnzKvF0y,0.152,0.736,0.24,0.602,0.003,0.818,0.011,0.826,0.0,0.004,0.342,0.75,0.955,0.432,0.101,0.854,0.047,1.323
Sorry,Future,2017-07-27,1,spotify:track:4CPsMAG28OgzzDk1DcOtBx,0.431,0.867,0.461,0.533,0.0,0.455,0.062,0.808,1.0,0.081,0.318,0.75,0.303,0.262,0.113,0.954,0.047,1.426
Testify,Future,2017-07-27,1,spotify:track:31suvgK8vvhfVXyEa2JpH8,0.213,0.64,0.162,0.525,0.0,0.364,0.096,0.779,0.0,0.322,0.294,0.75,0.13,0.376,0.224,0.888,0.047,1.287
Fresh Air,Future,2017-07-27,1,spotify:track:0knX1FaKl445Hej9Tjj07N,0.022,0.803,0.264,0.528,0.0,0.0,0.181,0.781,0.0,0.11,0.47,0.75,0.412,0.383,0.124,0.85,0.047,1.26
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,2017-02-24,0,spotify:track:1KqvRRQd3lfM0pAlkGPrgD,0.006,0.641,0.177,0.822,0.0,0.091,0.036,0.917,0.0,0.101,0.348,0.75,0.336,0.445,0.154,0.858,0.047,1.349
Solo,Future,2017-07-27,1,spotify:track:4lH6nENd1y81jp7Yt9lTBX,0.054,0.763,0.258,0.486,0.52,0.455,0.084,0.807,0.0,0.026,0.384,0.75,0.066,0.253,0.164,0.797,0.047,1.241
Neva Missa Lost,Future,2017-07-27,1,spotify:track:4Q40ZOINE8zsLJE3pWIqix,0.273,0.719,0.228,0.492,0.0,1.0,0.257,0.753,0.0,0.092,0.469,0.75,0.171,0.369,0.161,0.841,0.047,1.265
Hallucinating,Future,2017-07-27,1,spotify:track:7IeHIGriFrJaTeaC4W0a8W,0.367,0.767,0.21,0.492,0.0,0.909,0.231,0.805,0.0,0.247,0.501,0.75,0.225,0.29,0.217,0.867,0.047,1.194
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,1,spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.075,0.658,0.204,0.827,0.0,0.091,0.176,0.883,1.0,0.091,0.306,0.75,0.792,0.589,0.07,0.932,0.047,1.782
Keep Quiet,Future,2017-07-27,1,spotify:track:1j703cUWGLGtl3n41HI3Hx,0.029,0.801,0.188,0.53,0.0,0.364,0.072,0.781,0.0,0.103,0.524,0.75,0.18,0.311,0.209,0.889,0.047,1.14
Turn On Me,Future,2017-07-27,1,spotify:track:4j9G1hsYMHg3n6OBG8AQFS,0.232,0.697,0.257,0.381,0.0,1.0,0.099,0.716,1.0,0.115,0.482,0.75,0.287,0.291,0.295,0.917,0.047,1.162
I Thank U,Future,2017-07-27,1,spotify:track:3cq1t3pSjD7vt0n17g4mVm,0.087,0.852,0.122,0.576,0.0,0.727,0.117,0.774,0.0,0.205,0.501,0.75,0.317,0.383,0.082,0.897,0.047,1.097
New Illuminati,Future,2017-07-27,1,spotify:track:0qH1jbTUbpCxZE7AMkjApD,0.018,0.909,0.166,0.722,0.001,0.091,0.206,0.807,1.0,0.278,0.562,0.75,0.628,0.549,0.608,0.942,0.047,1.053
Emoji of a Wave,John Mayer,2017-04-14,0,spotify:track:5ddXMXmXZ2FN4iliTG20nO,0.777,0.414,0.229,0.362,0.001,1.0,0.125,0.738,1.0,0.005,0.718,0.75,0.173,0.233,0.092,0.832,0.047,1.017
Still Feel Like Your Man,John Mayer,2017-04-14,0,spotify:track:1LM6t24SjQr2bJHqeGIR4U,0.551,0.852,0.224,0.604,0.001,0.182,0.117,0.802,1.0,0.043,0.354,0.75,0.51,0.599,0.361,0.946,0.047,1.003
Make Love,Gucci Mane,2017-10-13,1,spotify:track:2jIT1TfSIjVik7Qu1B6P5h,0.005,0.99,0.296,0.565,0.003,1.0,0.095,0.793,1.0,0.141,0.501,0.75,0.2,0.223,0.309,0.921,0.048,1.13
Everyday,Ariana Grande,2016-05-20,1,spotify:track:6yL2kTsdVwYnGwPkKGtMd5,0.015,0.586,0.18,0.74,0.0,0.636,0.149,0.868,0.0,0.034,0.506,0.75,0.425,0.551,0.153,0.911,0.051,1.478
Look At Me!,XXXTENTACION,2017-02-20,1,spotify:track:7floNISpH8VF4z4459Qo18,0.261,0.738,0.105,0.733,0.0,0.091,0.081,0.81,1.0,0.275,0.556,0.75,0.338,0.635,0.306,0.946,0.052,3.145
In Case You Didn't Know,Brett Young,2017-02-10,0,spotify:track:10M2Ex445zw585Ducldzkw,0.388,0.55,0.213,0.538,0.0,0.909,0.086,0.784,1.0,0.008,0.61,0.75,0.428,0.376,0.085,0.95,0.052,1.142
Green Light,Lorde,2017-06-16,0,spotify:track:6ie2Bw3xLj2JcGowOlcMhb,0.021,0.534,0.224,0.728,0.0,0.182,0.071,0.769,1.0,0.077,0.494,0.75,0.238,0.566,0.104,0.933,0.053,3.419
Everyday We Lit (feat. PnB Rock),YFN Lucci,2017-03-03,1,spotify:track:4PzovBqgnSHKd8opsP7IVM,0.129,0.732,0.183,0.651,0.0,0.636,0.06,0.859,1.0,0.094,0.658,0.75,0.59,0.424,0.125,0.993,0.053,1.038
What Do I Know?,Ed Sheeran,2017-03-03,0,spotify:track:2pJZ1v8HezrAoZ0Fhzby92,0.253,0.828,0.227,0.492,0.0,0.091,0.255,0.831,0.0,0.016,0.41,0.75,0.911,0.417,0.322,0.833,0.053,2.492
Eraser,Ed Sheeran,2017-03-03,0,spotify:track:7oolFzHipTMg2nL7shhdz2,0.087,0.589,0.216,0.822,0.0,0.727,0.031,0.832,0.0,0.064,0.232,0.75,0.931,0.554,0.203,0.853,0.053,2.214
Dive,Ed Sheeran,2017-03-03,0,spotify:track:51ChrwmUPDJvedPQnIU8Ls,0.357,0.736,0.228,0.383,0.0,0.364,0.078,0.817,1.0,0.018,0.53,0.5,0.524,0.33,0.151,0.94,0.053,3.064
Perfect,Ed Sheeran,2017-03-03,0,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.164,0.54,0.255,0.447,0.0,0.727,0.09,0.813,1.0,0.0,0.288,0.5,0.149,0.155,0.096,0.9,0.053,3.26
New Man,Ed Sheeran,2017-03-03,0,spotify:track:5HDPtsnyb3maFmPL8LLUTG,0.056,0.759,0.174,0.752,0.0,0.636,0.04,0.88,1.0,0.129,0.281,0.75,0.876,0.536,0.044,0.963,0.053,2.647
Galway Girl,Ed Sheeran,2017-03-03,0,spotify:track:0afhq8XCExXpqazXczTSve,0.074,0.57,0.154,0.888,0.0,0.818,0.324,0.898,1.0,0.082,0.317,0.75,0.791,0.659,0.047,0.96,0.053,4.904
Happier,Ed Sheeran,2017-03-03,0,spotify:track:2RttW7RAu5nOAfq6YFvApB,0.54,0.448,0.194,0.382,0.0,0.0,0.121,0.783,1.0,0.006,0.256,0.75,0.22,0.322,0.368,0.843,0.053,3.147
Hearts Don't Break Around Here,Ed Sheeran,2017-03-03,0,spotify:track:2dfHh7ECGxfNqZTQno09Vk,0.724,0.546,0.239,0.363,0.0,0.636,0.149,0.768,1.0,0.004,0.349,0.5,0.162,0.252,0.152,0.854,0.053,2.134
Supermarket Flowers,Ed Sheeran,2017-03-03,0,spotify:track:4VuS959DSpr82t3qBqCrWG,0.921,0.528,0.209,0.235,0.0,0.545,0.071,0.691,1.0,0.023,0.255,0.75,0.242,0.168,0.221,0.808,0.053,2.111
Barcelona,Ed Sheeran,2017-03-03,0,spotify:track:3Lfiu5sZ4M4B6JaKMBc0FU,0.451,0.719,0.176,0.768,0.0,0.091,0.14,0.871,1.0,0.174,0.317,0.75,0.688,0.615,0.12,0.945,0.053,2.155
Bibia Be Ye Ye,Ed Sheeran,2017-03-03,0,spotify:track:6SznMYPQJHzr3IwsAHLId2,0.524,0.708,0.161,0.683,0.0,0.636,0.118,0.847,1.0,0.063,0.482,0.75,0.897,0.41,0.261,0.969,0.053,1.971
Nancy Mulligan,Ed Sheeran,2017-03-03,0,spotify:track:35QZaWQRkmnAVqBF1TLCxQ,0.118,0.638,0.164,0.862,0.0,0.636,0.069,0.869,1.0,0.013,0.33,0.75,0.872,0.506,0.093,0.963,0.053,2.077
Save Myself,Ed Sheeran,2017-03-03,0,spotify:track:6TIU9Ehmi6dMzZK73Ym4yj,0.856,0.484,0.238,0.284,0.0,0.909,0.218,0.833,1.0,0.023,0.189,0.75,0.477,0.192,0.111,0.843,0.053,1.95
Hypnotised,Coldplay,2017-07-13,0,spotify:track:7HBnZdg7fIQwqMhQhci0VV,0.401,0.415,0.396,0.644,0.891,0.455,0.082,0.805,1.0,0.014,0.439,0.75,0.055,0.228,0.047,0.77,0.053,1.339
"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Lil Uzi Vert,2017-03-02,0,spotify:track:53MHr9cjIlwet0mpmqNvjC,0.026,0.702,0.205,0.786,0.0,0.727,0.231,0.913,0.0,0.06,0.248,0.75,0.732,0.435,0.066,0.889,0.053,1.203
Feel Good (feat. Daya),Gryffin,2017-03-03,0,spotify:track:0Ev562zA4pmUsBqjxsxxdx,0.221,0.571,0.239,0.714,0.0,0.182,0.203,0.858,1.0,0.011,0.549,0.75,0.475,0.402,0.105,0.968,0.053,1.214
8TEEN,Khalid,2017-04-27,0,spotify:track:5bgwqaRSS3M8WHWruHgSL5,0.226,0.819,0.217,0.588,0.002,0.091,0.038,0.828,1.0,0.015,0.349,0.75,0.646,0.42,0.107,0.939,0.053,1.239
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,2017-03-24,1,spotify:track:3IHZc2GclRu5nJpTqty7MY,0.174,0.945,0.268,0.356,0.0,0.091,0.139,0.847,1.0,0.22,0.562,0.75,0.065,0.17,0.301,0.88,0.053,1.364
Saved,Khalid,2017-04-27,0,spotify:track:248OFOZef6ShXv6DGgbnxU,0.19,0.709,0.193,0.447,0.0,0.909,0.102,0.698,0.0,0.122,0.203,0.75,0.552,0.38,0.123,0.855,0.053,1.284
September Song,JP Cooper,2017-10-06,0,spotify:track:0zbzrhfVS9S2TszW3wLQZ7,0.054,0.558,0.208,0.619,0.0,0.0,0.075,0.802,0.0,0.023,0.293,0.75,0.365,0.415,0.068,0.852,0.054,1.676
Up,NAV,2017-02-24,1,spotify:track:5qbcsZMwL0x46sX7VO37Ye,0.034,0.613,0.185,0.491,0.0,0.727,0.084,0.803,0.0,0.083,0.648,0.75,0.367,0.349,0.214,0.892,0.054,1.172
American Teen,Khalid,2017-04-27,0,spotify:track:312WNtMs3F28cUukaPY9bo,0.069,0.611,0.242,0.627,0.0,0.0,0.318,0.795,1.0,0.018,0.32,0.75,0.19,0.371,0.068,0.891,0.055,1.122
Shot Down,Khalid,2017-04-27,0,spotify:track:1Ob94QesoxHSBrypyBbdfd,0.899,0.743,0.194,0.513,0.0,0.545,0.087,0.799,1.0,0.038,0.463,0.75,0.485,0.486,0.193,0.916,0.056,1.073
Coaster,Khalid,2017-04-27,0,spotify:track:39KG4kom3enSx4GTThuDGt,0.942,0.349,0.185,0.211,0.0,0.727,0.099,0.574,1.0,0.02,0.281,0.75,0.228,0.252,0.201,0.751,0.056,1.038
Hurricane,Luke Combs,2017-06-02,0,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,0.015,0.378,0.211,0.823,0.0,0.909,0.247,0.816,1.0,0.02,0.171,0.75,0.514,0.553,0.042,0.912,0.058,1.1
Myself,NAV,2017-02-24,1,spotify:track:05nbZ1xxVNwUTcGwLbp7CN,0.653,0.721,0.214,0.395,0.0,0.455,0.099,0.78,0.0,0.157,0.196,0.75,0.063,0.367,0.263,0.809,0.059,1.059
No Frauds,Nicki Minaj,2017-03-10,1,spotify:track:7KcGEssn7BnJdTgildK5y0,0.089,0.863,0.265,0.56,0.0,0.091,0.552,0.794,1.0,0.249,0.556,0.75,0.425,0.384,0.159,0.919,0.06,2.338
Liability,Lorde,2017-06-16,0,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,0.927,0.526,0.155,0.221,0.0,0.909,0.083,0.67,0.0,0.111,0.17,0.75,0.37,0.208,0.329,0.692,0.06,1.525
It's A Vibe,2 Chainz,2017-06-16,1,spotify:track:6H0AwSQ20mo62jGlPGB8S6,0.032,0.809,0.197,0.506,0.001,0.636,0.098,0.782,1.0,0.132,0.153,0.75,0.521,0.398,0.239,0.953,0.06,1.196
Changed It,Nicki Minaj,2017-03-09,1,spotify:track:63NTlJWNS65JjsE3QJYr20,0.633,0.791,0.291,0.645,0.0,1.0,0.099,0.755,0.0,0.399,0.586,0.75,0.653,0.521,0.142,0.851,0.06,1.162
Trap Trap Trap (feat. Young Thug & Wale),Rick Ross,2017-03-17,1,spotify:track:1KZ0Xo6Mmeprp1Sw5xCHYz,0.006,0.697,0.269,0.848,0.0,0.727,0.054,0.866,0.0,0.308,0.542,0.75,0.338,0.44,0.193,0.892,0.06,1.319
Want Her,Mustard,2016-09-30,1,spotify:track:4zrwPfq5ENLzjq41Txs2HR,0.077,0.816,0.269,0.611,0.001,0.091,0.092,0.815,1.0,0.022,0.324,0.75,0.401,0.307,0.152,0.934,0.06,1.109
Waterfall,Stargate,2017-03-10,0,spotify:track:7pYFPMeK0TnaTGdS6qOtEr,0.099,0.266,0.186,0.932,0.0,1.0,0.226,0.946,0.0,0.294,0.822,0.75,0.412,0.559,0.151,0.82,0.06,1.01
Chanel,Frank Ocean,2017-03-10,1,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,0.88,0.754,0.197,0.504,0.0,0.0,0.096,0.83,0.0,0.227,0.379,0.75,0.468,0.384,0.191,0.765,0.061,1.819
You Don't Know Me - Radio Edit,Jax Jones,2017-07-14,0,spotify:track:7cjYWpqpBVtXbQTwvN9UYI,0.18,0.88,0.2,0.651,0.0,1.0,0.265,0.818,0.0,0.152,0.463,0.75,0.671,0.428,0.163,0.881,0.064,1.295
Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-16,0,spotify:track:1Eck97uRMlprKOOJN9oO1E,0.005,0.499,0.214,0.78,0.0,0.091,0.037,0.844,1.0,0.202,0.734,0.75,0.573,0.418,0.1,0.924,0.066,1.471
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,2017-05-12,0,spotify:track:77lGafvlU68CeHgB2pkHC9,0.003,0.45,0.186,0.781,0.0,0.636,0.215,0.802,0.0,0.137,0.743,0.75,0.221,0.553,0.183,0.87,0.066,1.539
Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,0,spotify:track:1x5sYLZiu9r5E43kMlt9f8,0.261,0.671,0.2,0.633,0.0,0.0,0.124,0.863,0.0,0.035,0.456,0.75,0.452,0.388,0.08,0.87,0.066,2.204
On The Come Up (feat. Big Sean),Mike WiLL Made-It,2017-03-24,1,spotify:track:7HwKzQBybHSHqdLv25VdtU,0.039,0.414,0.225,0.648,0.0,0.636,0.676,0.816,1.0,0.287,0.379,0.75,0.508,0.472,0.329,0.917,0.066,1.242
From The D To The A (feat. Lil Yachty),Tee Grizzley,2017-03-17,1,spotify:track:2NyrXRn4tancYPW6JwtTl2,0.196,0.844,0.141,0.629,0.0,0.909,0.26,0.839,0.0,0.297,0.311,0.75,0.673,0.534,0.174,0.882,0.066,1.264
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017-09-29,1,spotify:track:1f5cbQtDrykjarZVrShaDI,0.505,0.83,0.196,0.82,0.0,0.455,0.101,0.843,0.0,0.036,0.495,0.75,0.826,0.453,0.096,0.893,0.066,1.833
"Dead Presidents (feat. Future, Jeezy & Yo Gotti)",Rick Ross,2017-03-17,1,spotify:track:3LRoXCTQ7VvvVtzpceHt4y,0.006,0.616,0.26,0.818,0.0,0.818,0.628,0.907,1.0,0.105,0.174,0.75,0.467,0.405,0.075,0.928,0.066,1.114
Idols Become Rivals (feat. Chris Rock),Rick Ross,2017-03-17,1,spotify:track:5cQffjWJzgnmEtTzKW6dnh,0.012,0.398,0.341,0.723,0.0,0.909,0.127,0.822,0.0,0.635,0.189,0.75,0.396,0.505,0.174,0.785,0.066,1.163
Feels Like Summer,Weezer,2017-10-27,0,spotify:track:2jz1bw1p0WQj0PDnVDP0uY,0.02,0.457,0.181,0.879,0.0,1.0,0.76,0.851,1.0,0.029,0.78,0.75,0.748,0.492,0.168,0.899,0.066,1.097
Battle Symphony,Linkin Park,2017-05-19,0,spotify:track:3FQCJI2t5LTbsRPfYVBSVB,0.037,0.605,0.204,0.849,0.0,0.909,0.049,0.848,1.0,0.048,0.616,0.75,0.674,0.571,0.105,0.962,0.066,1.038
